Time,,,HR,BR
3/12/2019,4:04:39,PM,82,9.1
3/12/2019,4:04:40,PM,81,9.1
3/12/2019,4:04:41,PM,82,8.5
3/12/2019,4:04:42,PM,82,8.5
3/12/2019,4:04:43,PM,81,8.1
3/12/2019,4:04:44,PM,82,8.1
3/12/2019,4:04:45,PM,82,7.8
3/12/2019,4:04:46,PM,82,7.8
3/12/2019,4:04:47,PM,83,7.5
3/12/2019,4:04:48,PM,86,7.5
3/12/2019,4:04:49,PM,85,7.3
3/12/2019,4:04:50,PM,83,7.3
3/12/2019,4:04:51,PM,83,7.1
3/12/2019,4:04:52,PM,83,7.1
3/12/2019,4:04:53,PM,83,7
3/12/2019,4:04:55,PM,85,7.1
3/12/2019,4:04:56,PM,85,7.1
3/12/2019,4:04:58,PM,86,7.1
3/12/2019,4:05:00,PM,85,7.4
3/12/2019,4:05:25,PM,82,4.5
3/12/2019,4:05:26,PM,81,4.5
3/12/2019,4:05:28,PM,81,4.2
3/12/2019,4:05:29,PM,83,4.2
3/12/2019,4:05:30,PM,84,4
3/12/2019,4:05:32,PM,86,3.8
3/12/2019,4:05:33,PM,86,3.8
3/12/2019,4:05:34,PM,85,3.4
3/12/2019,4:05:35,PM,86,3.4
3/12/2019,4:05:36,PM,86,3.1
3/12/2019,4:05:38,PM,86,3.1
3/12/2019,4:05:39,PM,87,3.1
3/12/2019,4:05:40,PM,88,3.4
3/12/2019,4:05:41,PM,86,3.4
3/12/2019,4:05:42,PM,86,3.6
3/12/2019,4:05:43,PM,86,3.6
3/12/2019,4:05:44,PM,85,4.2
3/12/2019,4:05:45,PM,86,4.2
3/12/2019,4:05:46,PM,87,4.6
3/12/2019,4:05:48,PM,88,5.3
3/12/2019,4:05:49,PM,89,5.3
3/12/2019,4:05:51,PM,92,5.9
3/12/2019,4:05:53,PM,89,6.5
3/12/2019,4:05:54,PM,87,7
3/12/2019,4:05:55,PM,85,7
3/12/2019,4:05:57,PM,83,7.5
3/12/2019,4:05:58,PM,84,7.1
3/12/2019,4:06:01,PM,86,6.7
3/12/2019,4:06:03,PM,88,6.9
3/12/2019,4:06:04,PM,89,7.8
3/12/2019,4:06:05,PM,88,7.8
3/12/2019,4:06:06,PM,87,8.5
3/12/2019,4:06:07,PM,85,8.5
3/12/2019,4:06:08,PM,82,9.7
3/12/2019,4:06:09,PM,79,9.7
3/12/2019,4:06:10,PM,80,9
3/12/2019,4:06:11,PM,80,9
3/12/2019,4:06:12,PM,80,8.4
3/12/2019,4:06:13,PM,82,8.4
3/12/2019,4:06:14,PM,83,8.2
3/12/2019,4:06:15,PM,83,8.2
3/12/2019,4:06:16,PM,84,8
3/12/2019,4:06:17,PM,84,8
3/12/2019,4:06:18,PM,82,8.1
3/12/2019,4:06:19,PM,83,8.1
3/12/2019,4:06:20,PM,84,8.2
3/12/2019,4:06:22,PM,81,8.6
3/12/2019,4:06:23,PM,80,8.6
3/12/2019,4:06:24,PM,80,9.2
3/12/2019,4:06:25,PM,80,9.2
3/12/2019,4:06:26,PM,80,9.8
3/12/2019,4:06:27,PM,83,9.8
3/12/2019,4:06:28,PM,85,10.6
3/12/2019,4:06:29,PM,85,10.6
3/12/2019,4:12:41,PM,87,17.7
3/12/2019,4:13:10,PM,89,18.6
3/12/2019,4:13:15,PM,94,18.4
3/12/2019,4:13:16,PM,94,18.3
3/12/2019,4:13:17,PM,92,18.3
3/12/2019,4:13:18,PM,91,16.7
3/12/2019,4:13:19,PM,90,16.7
3/12/2019,4:13:20,PM,88,15.4
3/12/2019,4:13:21,PM,87,15.4
3/12/2019,4:13:22,PM,87,14.4
3/12/2019,4:13:23,PM,87,14.4
3/12/2019,4:13:24,PM,86,13.6
3/12/2019,4:13:25,PM,87,13.6
3/12/2019,4:13:26,PM,87,13.1
3/12/2019,4:13:27,PM,87,13.1
3/12/2019,4:13:28,PM,89,12.7
3/12/2019,4:13:29,PM,89,12.7
3/12/2019,4:13:30,PM,89,12.7
3/12/2019,4:13:31,PM,90,12.7
3/12/2019,4:13:32,PM,90,12.9
3/12/2019,4:13:33,PM,89,12.9
3/12/2019,4:13:34,PM,89,13.1
3/12/2019,4:13:35,PM,89,13.1
3/12/2019,4:13:36,PM,89,13.6
3/12/2019,4:13:37,PM,89,13.6
3/12/2019,4:13:38,PM,89,13.7
3/12/2019,4:13:39,PM,90,13.7
3/12/2019,4:13:40,PM,91,14.2
3/12/2019,4:13:41,PM,90,14.2
3/12/2019,4:13:42,PM,90,14.2
3/12/2019,4:13:43,PM,91,14.2
3/12/2019,4:13:44,PM,90,14.6
3/12/2019,4:13:45,PM,90,14.6
3/12/2019,4:13:46,PM,89,14.6
3/12/2019,4:13:47,PM,89,14.6
3/12/2019,4:13:49,PM,89,15
3/12/2019,4:13:50,PM,90,15.3
3/12/2019,4:13:51,PM,89,15.3
3/12/2019,4:13:52,PM,89,15.3
3/12/2019,4:13:53,PM,90,15.3
3/12/2019,4:13:54,PM,90,15.5
3/12/2019,4:13:55,PM,89,15.5
3/12/2019,4:13:56,PM,89,15.5
3/12/2019,4:13:57,PM,88,15.5
3/12/2019,4:13:58,PM,87,15.7
3/12/2019,4:13:59,PM,86,15.7
3/12/2019,4:14:00,PM,86,15.9
3/12/2019,4:14:01,PM,87,15.9
3/12/2019,4:14:02,PM,87,16.1
3/12/2019,4:14:03,PM,88,16.1
3/12/2019,4:14:04,PM,88,16.3
3/12/2019,4:14:05,PM,88,16.3
3/12/2019,4:14:06,PM,89,16.8
3/12/2019,4:14:07,PM,89,16.8
3/12/2019,4:14:08,PM,89,16.9
3/12/2019,4:14:09,PM,89,16.9
3/12/2019,4:14:10,PM,89,17
3/12/2019,4:14:11,PM,90,17
3/12/2019,4:14:12,PM,90,17.4
3/12/2019,4:14:13,PM,89,17.4
3/12/2019,4:14:14,PM,89,17.5
3/12/2019,4:14:15,PM,90,17.5
3/12/2019,4:14:16,PM,90,17.8
3/12/2019,4:14:17,PM,91,17.8
3/12/2019,4:14:18,PM,93,18.1
3/12/2019,4:14:19,PM,92,18.1
3/12/2019,4:14:20,PM,90,18.1
3/12/2019,4:14:21,PM,89,18.1
3/12/2019,4:14:22,PM,90,18.1
3/12/2019,4:14:23,PM,91,18.1
3/12/2019,4:14:24,PM,92,18.1
3/12/2019,4:14:25,PM,92,18.1
3/12/2019,4:14:26,PM,93,18.1
3/12/2019,4:14:27,PM,92,18.1
3/12/2019,4:14:28,PM,90,18.1
3/12/2019,4:14:29,PM,89,18.1
3/12/2019,4:14:30,PM,89,18.1
3/12/2019,4:14:31,PM,88,18.1
3/12/2019,4:14:32,PM,88,17.8
3/12/2019,4:14:33,PM,89,17.8
3/12/2019,4:14:34,PM,89,17.8
3/12/2019,4:14:35,PM,88,17.8
3/12/2019,4:14:36,PM,90,17.5
3/12/2019,4:14:37,PM,90,17.5
3/12/2019,4:14:38,PM,90,17.3
3/12/2019,4:14:39,PM,90,17.3
3/12/2019,4:14:40,PM,90,17.4
3/12/2019,4:14:41,PM,90,17.4
3/12/2019,4:14:42,PM,89,17.4
3/12/2019,4:14:43,PM,89,17.4
3/12/2019,4:14:44,PM,89,17.5
3/12/2019,4:14:45,PM,89,17.5
3/12/2019,4:14:46,PM,90,17.2
3/12/2019,4:14:47,PM,91,17.2
3/12/2019,4:14:48,PM,90,17.3
3/12/2019,4:14:50,PM,90,17.1
3/12/2019,4:14:51,PM,90,17.1
3/12/2019,4:14:52,PM,89,17.2
